Sample_ID,Dose_Ratio,SUVmax_Bias_In(%),MAPE_In(%),CR_In(%),SUVmax_Bias_Out(%),MAPE_Out(%),CR_Out(%)
P0017_D2_Z0133,0.500,2.5879,20.5849,98.2051,12.4213,20.6871,93.1300
P0017_D2_Z0134,0.500,10.8470,20.2562,101.9937,11.5824,20.2441,96.4057
P0017_D2_Z0135,0.500,23.8334,26.5190,103.4087,29.8793,21.3714,94.9414
P0017_D2_Z0136,0.500,16.5198,27.6195,99.3787,-21.6292,20.3967,88.2659
P0017_D2_Z0137,0.500,39.3249,25.5261,97.7782,-20.2263,22.5650,86.8356
P0017_D2_Z0138,0.500,24.5613,28.3855,97.0594,-18.0029,23.8819,86.1026
P0017_D2_Z0139,0.500,19.0777,26.0295,97.5265,-13.8260,21.8321,84.4910
P0017_D2_Z0140,0.500,33.5470,27.5796,106.1633,10.1483,21.4866,98.0888
P0017_D2_Z0141,0.500,14.8075,32.1441,109.1850,0.8731,21.6037,98.3787
P0017_D2_Z0142,0.500,18.3306,33.7318,108.2755,-16.2081,20.3283,95.7432
P0017_D2_Z0143,0.500,34.6613,33.5241,102.5634,-12.8493,18.3533,91.2685
P0017_D2_Z0144,0.500,63.1238,36.4568,101.8700,7.2992,19.6629,89.9659
P0017_D2_Z0145,0.500,63.7056,35.7991,100.7724,3.9103,19.3639,89.6938
P0017_D2_Z0146,0.500,34.9012,34.4680,100.5928,-35.5685,19.0349,91.9638
P0017_D2_Z0147,0.500,27.3410,35.8880,98.7131,-30.4233,18.5089,90.4512
P0017_D2_Z0148,0.500,49.8556,35.3311,100.4745,-30.0774,18.5900,88.7802
P0017_D2_Z0149,0.500,23.2894,36.7356,105.0100,-39.3395,18.4307,92.1351
P0017_D2_Z0150,0.500,34.5679,38.4681,98.7818,-45.0807,19.1800,88.2242
P0017_D2_Z0151,0.500,14.2967,36.2835,97.2787,-48.9188,18.5154,88.8550
P0017_D2_Z0152,0.500,35.7221,37.3330,102.7261,-12.2207,17.2619,92.2987
P0017_D2_Z0153,0.500,59.5260,39.3477,99.7822,7.7869,18.9086,89.8953
P0017_D2_Z0154,0.500,79.8993,38.0256,101.5553,-6.5691,18.1872,88.9258
P0017_D2_Z0155,0.500,44.7686,36.5209,101.5541,-2.1359,18.0647,89.8470
P0017_D4_Z0000,0.250,25.7901,11.9203,107.0827,-3.6637,9.4842,90.1546
P0017_D4_Z0001,0.250,18.7079,12.0563,112.6156,-1.4755,9.1303,91.4635
P0017_D4_Z0002,0.250,33.3333,11.3048,112.7121,-1.7007,7.9777,89.5450
P0017_D4_Z0003,0.250,40.2123,12.5806,113.2978,3.4326,8.9632,89.1638
P0017_D4_Z0004,0.250,15.7959,11.7726,107.0720,-6.7312,8.8319,94.3699
P0017_D4_Z0005,0.250,0.3681,12.0591,102.2451,-14.2492,9.4361,90.3932
P0017_D4_Z0006,0.250,31.1662,11.8578,103.2558,6.9690,9.4618,94.2500
P0017_D4_Z0007,0.250,8.9981,12.1203,105.2412,3.1735,9.4217,95.4494
P0017_D4_Z0008,0.250,6.8571,11.3358,104.4465,-5.3022,8.1274,92.4917
P0017_D4_Z0009,0.250,17.6800,12.0083,102.3344,8.4039,8.9106,92.0227
P0017_D4_Z0010,0.250,4.6622,10.4309,103.5956,-3.0433,8.3227,93.5971
P0017_D4_Z0011,0.250,12.3947,9.0305,100.6916,16.9369,8.1890,99.1318
P0017_D4_Z0012,0.250,11.2612,9.6889,100.4565,0.9481,9.0449,99.7230
P0017_D4_Z0013,0.250,1.2138,8.6155,101.4776,4.5737,8.2175,100.9058
P0017_D4_Z0014,0.250,7.8775,8.8657,100.2789,7.8300,8.5043,98.1949
P0017_D4_Z0015,0.250,15.8600,9.0170,101.0615,11.8857,8.9822,98.6221
P0017_D4_Z0016,0.250,10.2347,8.4226,101.5651,13.8345,8.2157,99.6769
P0017_D4_Z0017,0.250,9.7439,8.7914,101.1008,-1.4288,8.1032,98.8862
P0017_D4_Z0018,0.250,21.3359,8.3812,100.1022,5.3597,7.8188,98.9017
P0017_D4_Z0019,0.250,10.1963,7.5454,100.8779,-1.7703,6.8850,100.2503
P0017_D4_Z0020,0.250,5.3935,7.7792,99.0004,-0.6103,7.2803,98.7953
P0017_D4_Z0021,0.250,-3.2399,8.1635,99.0235,-8.6368,7.3452,98.5154
P0017_D4_Z0022,0.250,15.6361,8.5286,100.9935,4.2441,7.9143,100.2363
P0017_D4_Z0023,0.250,15.6337,9.0892,101.0388,6.6721,8.5087,100.4844
P0017_D4_Z0024,0.250,18.7842,8.6221,100.3378,9.8159,8.0355,99.2562
P0017_D4_Z0025,0.250,6.8148,8.4903,100.7518,3.8614,7.7566,99.7501
P0017_D4_Z0026,0.250,5.1124,9.0933,101.0117,-5.2353,8.1312,98.9362
P0017_D4_Z0027,0.250,10.4448,9.2198,100.4743,-7.7617,8.2915,98.8476
P0017_D4_Z0028,0.250,3.0702,8.3823,99.7078,-0.8198,7.7625,97.8853
P0017_D4_Z0029,0.250,9.5553,9.1007,99.7801,-1.9548,8.3861,96.7469
P0017_D4_Z0030,0.250,10.4666,8.4990,99.6468,-9.9554,8.0788,96.4456
P0017_D4_Z0031,0.250,5.5632,8.1570,99.7720,3.0085,7.5323,96.6745
P0017_D4_Z0032,0.250,4.0475,8.8184,99.2146,4.6454,8.1763,96.5047
P0017_D4_Z0033,0.250,-1.0598,8.0593,100.2731,-8.5013,7.6045,97.7993
P0017_D4_Z0034,0.250,10.2225,8.0422,101.0476,-0.4418,7.3990,99.1442
P0017_D4_Z0035,0.250,3.0724,8.8006,101.2065,-13.9973,7.7215,99.7450
P0017_D4_Z0036,0.250,-1.5491,8.9239,100.0803,-9.7697,8.0184,99.0926
P0017_D4_Z0037,0.250,6.8222,9.3499,99.4672,0.7421,8.0979,98.3561
P0017_D4_Z0038,0.250,24.5214,9.9518,99.4879,0.4562,8.3827,98.3826
P0017_D4_Z0039,0.250,9.6039,9.0256,100.1146,6.7940,7.5771,99.0934
P0017_D4_Z0040,0.250,13.9070,9.4524,99.8082,6.4472,7.8813,98.5536
P0017_D4_Z0041,0.250,15.3175,10.0346,99.0920,1.9578,8.3657,97.3885
P0017_D4_Z0042,0.250,10.3038,9.0726,99.9143,-1.2650,7.6635,99.1272
P0017_D4_Z0043,0.250,12.4495,9.1264,101.2892,6.4593,7.9540,101.1876
P0017_D4_Z0044,0.250,10.3723,9.7332,100.2671,3.3102,8.2480,100.4872
P0017_D4_Z0045,0.250,0.2062,9.5902,99.1979,-3.9451,8.3157,99.3331
P0017_D4_Z0046,0.250,6.5213,9.9931,99.3915,-3.1272,8.8969,99.9865
P0017_D4_Z0047,0.250,10.9569,9.7057,100.9204,-3.5046,8.4349,101.0828
P0017_D4_Z0048,0.250,1.1536,9.5790,99.7193,-10.3884,8.1230,99.7062
P0017_D4_Z0049,0.250,4.9111,10.7742,99.3386,-3.8716,9.0159,99.2114
P0017_D4_Z0050,0.250,2.9034,10.4324,100.8234,-5.3725,8.6355,100.2374
P0017_D4_Z0051,0.250,8.9407,10.3562,99.9612,1.2866,8.8174,99.5336
P0017_D4_Z0052,0.250,0.4717,10.9746,100.9767,-10.6624,9.3795,100.6110
P0017_D4_Z0053,0.250,9.7050,11.1210,101.1656,0.5909,9.6771,101.3226
P0017_D4_Z0054,0.250,-0.1183,10.2773,100.8492,-7.3075,8.8846,101.7458
P0017_D4_Z0055,0.250,6.3466,10.6351,100.4733,-5.8657,8.8120,100.8829
P0017_D4_Z0056,0.250,2.6587,9.7544,99.9508,-4.2087,8.1138,99.6789
P0017_D4_Z0057,0.250,6.3124,8.2443,99.6988,6.1464,7.2447,99.6160
P0017_D4_Z0058,0.250,-0.6143,8.9988,98.5384,9.9178,8.9386,98.8411
P0017_D4_Z0059,0.250,2.4032,9.0372,97.9716,9.6835,8.3081,97.3078
P0017_D4_Z0060,0.250,2.1969,9.0068,98.0444,9.9137,8.8720,96.9621
P0017_D4_Z0061,0.250,-0.8403,7.8309,98.7085,1.9878,7.7625,97.4320
P0017_D4_Z0062,0.250,1.3382,9.7002,98.9091,6.6378,9.4855,95.8021
P0017_D4_Z0063,0.250,6.0629,10.3676,99.0920,8.1354,9.9688,95.6905
P0017_D4_Z0064,0.250,2.8158,11.1803,100.0298,2.0807,9.8094,96.6583
P0017_D4_Z0065,0.250,5.8364,9.5332,101.5556,15.5628,8.6034,99.1060
P0017_D4_Z0066,0.250,23.9330,12.0880,102.5736,25.2450,10.7180,99.9035
P0017_D4_Z0067,0.250,-16.7438,11.1616,102.4259,-20.0636,10.2670,99.1455
P0017_D4_Z0068,0.250,-6.5567,10.1775,102.4974,-11.3634,9.3456,99.3288
P0017_D4_Z0069,0.250,-10.4324,11.2112,101.0125,-24.2599,9.4917,97.3987
P0017_D4_Z0070,0.250,-0.0490,8.3044,100.1635,-18.2939,9.2396,96.2268
P0017_D4_Z0071,0.250,-10.4265,7.4905,101.7627,-16.5655,8.8280,93.1417
P0017_D4_Z0072,0.250,-0.0615,8.4194,101.7888,-12.0152,10.0287,90.4225
P0017_D4_Z0073,0.250,3.8994,9.6120,102.8433,2.4716,11.7044,94.0794
P0017_D4_Z0074,0.250,-0.8683,8.6684,101.0746,-20.7590,9.6757,97.2959
P0017_D4_Z0075,0.250,-2.2352,12.7382,99.6107,-16.4227,11.0984,95.9934
P0017_D4_Z0076,0.250,-1.0260,12.9651,99.3432,-5.4235,10.0905,96.0844
P0017_D4_Z0077,0.250,1.3902,11.9696,96.3163,-1.9689,10.0331,92.9989
P0017_D4_Z0078,0.250,15.5932,13.4196,97.9353,8.9679,11.7507,92.6754
P0017_D4_Z0079,0.250,27.3133,12.6872,99.0715,20.7852,9.8441,94.9109
P0017_D4_Z0080,0.250,16.4587,13.6504,99.8696,11.4960,10.1502,96.2646
P0017_D4_Z0081,0.250,10.1294,14.6225,98.7967,2.2404,11.0184,95.1952
P0017_D4_Z0082,0.250,6.8376,13.3853,97.5526,0.7418,9.8071,93.6908
P0017_D4_Z0083,0.250,10.3083,14.4280,99.2446,2.3118,10.3934,94.2471
P0017_D4_Z0084,0.250,4.3344,14.4936,100.6022,-5.1896,10.6784,93.6780
P0017_D4_Z0085,0.250,8.0268,13.8544,101.1308,-3.5666,10.2420,94.2759
P0017_D4_Z0086,0.250,6.5228,14.0986,99.0068,-9.6087,10.4930,93.2428
P0017_D4_Z0087,0.250,-15.1111,13.6807,99.6625,-20.2151,10.5236,95.9753
P0017_D4_Z0088,0.250,-4.5139,13.9597,100.9824,-10.9398,10.5630,98.5064
P0017_D4_Z0089,0.250,18.8213,15.0817,99.0604,5.4918,11.1390,96.5014
P0017_D4_Z0090,0.250,-1.9373,14.8116,97.9824,-9.0924,11.0366,95.4700
P0017_D4_Z0091,0.250,12.5547,13.8394,98.0259,-3.2345,10.4189,95.8017
P0017_D4_Z0092,0.250,22.7780,13.7854,101.2275,6.2843,10.2923,98.8879
P0017_D4_Z0093,0.250,14.8510,12.3785,100.4622,0.6974,10.1688,98.3313
P0017_D4_Z0094,0.250,6.4007,11.3534,97.0882,-4.7583,10.8372,94.3249
P0017_D4_Z0095,0.250,-1.0897,13.9201,98.4166,-17.1170,11.3842,94.9028
P0017_D4_Z0096,0.250,20.5442,15.1752,100.9818,3.4895,11.4705,97.4772
P0017_D4_Z0097,0.250,19.7621,14.6474,101.0496,7.4112,11.1106,98.0230
P0017_D4_Z0098,0.250,-4.2035,14.6480,100.2295,-19.3112,11.7085,96.4289
P0017_D4_Z0099,0.250,-5.3964,13.3187,99.8431,-15.2568,11.0682,96.6731
P0017_D4_Z0100,0.250,2.8327,14.4179,99.4320,-9.7848,10.6963,95.4581
P0017_D4_Z0101,0.250,11.0976,15.8972,99.8173,-9.1847,11.5850,95.7930
P0017_D4_Z0102,0.250,12.5396,15.4005,99.7831,-0.6019,11.3036,96.8935
P0017_D4_Z0103,0.250,4.0381,15.9664,98.8739,-10.5312,11.8762,95.6767
P0017_D4_Z0104,0.250,53.3210,16.2523,99.7645,21.5908,12.0111,95.8017
P0017_D4_Z0105,0.250,28.7220,15.3708,100.1571,7.7577,11.4413,96.2682
P0017_D4_Z0106,0.250,-9.4921,14.7862,101.2668,-21.1331,11.2851,97.5382
P0017_D4_Z0107,0.250,-12.4219,14.4565,99.6867,-22.0384,11.5710,95.7577
P0017_D4_Z0108,0.250,-9.3931,14.5093,99.1678,-20.2913,11.3413,95.9003
P0017_D4_Z0109,0.250,17.7493,15.2994,99.3911,2.9946,11.4626,95.7953
P0017_D4_Z0110,0.250,36.1615,15.3171,100.0076,15.2415,11.5584,96.5223
P0017_D4_Z0111,0.250,14.8802,15.5192,101.4717,3.7458,11.8761,98.4831
P0017_D4_Z0112,0.250,13.3127,15.2416,100.4328,1.2633,11.6383,97.4945
P0017_D4_Z0113,0.250,28.3121,14.9907,99.7380,9.8979,11.2199,96.4363
P0017_D4_Z0114,0.250,-0.3361,14.5646,100.3147,-10.8286,11.0596,97.2433
P0017_D4_Z0115,0.250,3.3976,14.1844,99.4862,-10.4073,11.1709,96.3387
P0017_D4_Z0116,0.250,19.2072,14.5309,99.9945,4.0768,11.2999,96.1264
P0017_D4_Z0117,0.250,26.8351,15.3692,101.3211,-0.0580,11.1995,96.7878
P0017_D4_Z0118,0.250,-0.8672,15.4467,99.7198,-16.3257,11.5704,95.2850
P0017_D4_Z0119,0.250,3.0426,13.3567,98.6465,-8.3022,10.4725,94.8308
P0017_D4_Z0120,0.250,-0.8661,12.6887,98.3593,-7.1408,10.3071,93.9312
P0017_D4_Z0121,0.250,-2.4354,11.7580,99.3906,-7.4402,9.8259,94.7953
P0017_D4_Z0122,0.250,-2.3880,10.9784,98.2863,-10.4167,10.4279,93.9685
P0017_D4_Z0123,0.250,3.1020,10.2986,100.0491,-4.0151,9.7660,96.4377
P0017_D4_Z0124,0.250,8.5159,11.1016,104.0974,-1.0806,11.1030,99.6968
P0017_D4_Z0125,0.250,9.5628,10.7645,104.9697,0.8947,10.7445,102.4645
P0017_D4_Z0126,0.250,2.2838,12.0574,103.1215,-2.2579,12.2827,100.9987
P0017_D4_Z0127,0.250,12.5557,13.5262,102.1906,7.3803,11.0615,98.6501
P0017_D4_Z0128,0.250,-6.4477,11.4641,100.9418,-0.0240,9.6925,97.9570
P0017_D4_Z0129,0.250,2.9240,10.6075,99.6045,6.0215,10.5938,101.1421
P0017_D4_Z0130,0.250,8.5585,10.6601,102.9469,10.0119,12.7162,103.6020
P0017_D4_Z0131,0.250,3.8417,8.5435,101.8991,5.4937,11.2393,101.4290
P0017_D4_Z0132,0.250,2.2699,8.5833,99.9204,-3.8768,11.8193,97.0933
P0017_D4_Z0133,0.250,-1.7118,10.0735,100.3868,2.1707,12.1434,96.2883
P0017_D4_Z0134,0.250,7.0591,8.8996,99.8683,4.3722,10.9283,97.0037
P0017_D4_Z0135,0.250,17.2002,11.6008,103.5713,13.5955,11.2278,101.1581
P0017_D4_Z0136,0.250,5.4637,11.8990,103.1372,5.4466,11.7444,101.3732
P0017_D4_Z0137,0.250,-1.1526,10.9489,98.5919,-16.2777,11.1237,95.2505
P0017_D4_Z0138,0.250,7.2421,10.9444,100.9072,-13.3699,11.1751,95.7160
P0017_D4_Z0139,0.250,10.1667,9.0321,102.2900,-4.1694,10.1103,97.0121
P0017_D4_Z0140,0.250,11.6064,10.3083,100.8467,0.9381,9.7747,97.8462
P0017_D4_Z0141,0.250,0.4812,13.4366,100.7471,0.2824,11.0219,97.6157
P0017_D4_Z0142,0.250,12.0749,13.9140,101.5184,8.7611,10.9068,97.6943
P0017_D4_Z0143,0.250,3.8037,13.9643,100.4273,-5.0593,11.0466,97.0880
P0017_D4_Z0144,0.250,-2.1714,14.5789,101.1555,-12.8642,11.0236,96.5950
P0017_D4_Z0145,0.250,-2.6197,13.9329,100.2110,-17.3100,10.7704,96.1468
P0017_D4_Z0146,0.250,-5.9881,14.6073,100.1666,-23.9060,11.1425,96.8544
P0017_D4_Z0147,0.250,5.1638,15.7065,100.3533,-10.0902,11.8145,96.2978
P0017_D4_Z0148,0.250,17.1126,14.5014,100.1975,1.5510,10.7901,96.5718
P0017_D4_Z0149,0.250,9.0377,14.2667,101.6417,-2.1357,10.1405,98.2378
P0017_D4_Z0150,0.250,20.9877,15.1439,100.1736,4.8563,10.7341,96.7259
P0017_D4_Z0151,0.250,9.7711,14.8011,99.1608,-8.7955,10.4043,95.6429
P0017_D4_Z0152,0.250,14.2961,14.8837,100.1264,-13.3931,10.6093,96.7717
P0017_D4_Z0153,0.250,7.1561,16.2312,101.2359,-9.5746,11.5842,96.9555
P0017_D4_Z0154,0.250,14.0201,15.1466,101.4825,-6.1472,11.1083,97.2190
P0017_D4_Z0155,0.250,30.8051,15.2313,100.7736,4.0363,11.0532,96.9861
P0071_D10_Z0000,0.100,314.9597,64.9275,78.8887,-17.4924,29.5562,58.5104
P0071_D10_Z0001,0.100,208.3916,58.5408,71.3489,-16.6324,30.3475,63.0223
P0071_D10_Z0002,0.100,175.1964,54.5971,91.3750,1.3959,24.4514,80.6873
P0071_D10_Z0003,0.100,85.5614,61.1841,64.9212,-12.5367,27.6912,70.8267
P0071_D10_Z0004,0.100,109.5931,58.6459,61.9722,-34.6916,26.8814,66.2897
P0071_D10_Z0005,0.100,88.4744,56.9930,76.5148,-27.0690,22.9227,76.3398
P0071_D10_Z0006,0.100,114.2152,64.0947,74.5724,-41.6686,27.6598,69.7537
P0071_D10_Z0007,0.100,222.1429,62.8426,77.1435,-34.4813,24.0172,76.9447
P0071_D10_Z0008,0.100,208.1374,66.9918,87.5985,-25.6860,26.7041,83.3237
P0071_D10_Z0009,0.100,324.2292,70.3958,92.7402,-11.7175,27.1404,78.2095
P0071_D10_Z0010,0.100,334.9370,63.1042,93.5281,-20.3966,21.9990,70.6957
P0071_D10_Z0011,0.100,123.3141,60.8408,91.5057,52.7450,21.0442,81.3719
P0071_D10_Z0012,0.100,144.1054,52.6852,98.9424,-20.8233,32.4361,88.7192
P0071_D10_Z0013,0.100,108.6815,46.0658,101.5688,-8.3245,23.6458,99.8216
P0071_D10_Z0014,0.100,118.3777,46.5211,84.9082,1.5818,21.9275,85.6863
P0071_D10_Z0015,0.100,166.7107,47.7084,89.7050,14.4455,25.2148,86.3795
P0071_D10_Z0016,0.100,159.7211,43.5838,99.3060,7.9875,22.3514,93.7808
P0071_D10_Z0017,0.100,133.0923,44.0274,100.0927,0.8579,22.1585,95.3935
P0071_D10_Z0018,0.100,134.7514,43.5937,102.7680,0.4722,20.4228,96.3102
P0071_D10_Z0019,0.100,158.2148,42.5110,93.2061,1.6077,20.2969,88.4780
P0071_D10_Z0020,0.100,138.4897,42.5728,91.7402,-8.1974,23.6810,85.7316
P0071_D10_Z0021,0.100,148.0206,42.9431,98.4921,-2.3737,22.6219,91.0750
P0071_D10_Z0022,0.100,113.7117,41.1643,91.3793,-7.4960,20.3002,88.0770
P0071_D10_Z0023,0.100,186.4189,42.5609,97.8072,5.9574,20.8463,92.1461
P0071_D10_Z0024,0.100,159.1453,43.6274,94.5570,-5.7957,21.7924,89.4194
P0071_D10_Z0025,0.100,126.2582,41.6757,88.2191,-9.3287,21.5230,81.3718
P0071_D10_Z0026,0.100,160.8100,43.6645,92.4509,-7.0289,22.1484,83.5030
P0071_D10_Z0027,0.100,215.6082,45.8980,96.3380,0.2949,23.7506,87.2445
P0071_D10_Z0028,0.100,116.4784,44.1757,91.0526,-13.4925,23.2698,81.4587
P0071_D10_Z0029,0.100,180.4901,46.2192,93.3336,-0.0801,24.6046,85.5077
P0071_D10_Z0030,0.100,123.4684,40.1420,98.2662,-5.3336,21.3890,86.7131
P0071_D10_Z0031,0.100,217.2788,40.3217,101.1444,7.4196,21.8374,85.8996
P0071_D10_Z0032,0.100,148.0554,42.1995,101.1469,-3.8477,25.0475,89.2721
P0071_D10_Z0033,0.100,128.7764,40.3804,100.9361,3.8027,20.7962,93.7999
P0071_D10_Z0034,0.100,108.1372,40.4982,91.1788,-4.5773,20.9852,85.7964
P0071_D10_Z0035,0.100,133.2386,45.0976,92.4287,-5.2907,22.0330,82.9662
P0071_D10_Z0036,0.100,76.1638,40.5518,93.4492,-8.1464,20.6394,86.7627
P0071_D10_Z0037,0.100,97.2870,41.5983,89.1328,-11.3628,22.0690,87.0132
P0071_D10_Z0038,0.100,123.0697,40.8247,91.1429,-5.1259,22.3598,86.7953
P0071_D10_Z0039,0.100,68.0409,41.7015,87.2025,-12.6341,22.7861,76.8533
P0071_D10_Z0040,0.100,125.3677,44.0459,92.5228,-12.5897,22.5974,83.2567
P0071_D10_Z0041,0.100,104.8663,44.1000,99.4503,-10.0898,21.1627,94.0797
P0071_D10_Z0042,0.100,98.1638,44.8550,103.4898,-11.0401,20.7295,99.7388
P0071_D10_Z0043,0.100,164.9957,48.5691,101.1847,1.1112,22.0733,88.4013
P0071_D10_Z0044,0.100,306.6393,53.0404,94.2308,0.8288,25.0195,83.5976
P0071_D10_Z0045,0.100,121.3453,52.5091,89.2941,0.5118,25.2975,84.0543
P0071_D10_Z0046,0.100,117.7267,54.5442,88.5026,-14.9652,26.2183,82.3356
P0071_D10_Z0047,0.100,185.6917,56.2898,99.4581,-10.6328,24.1225,93.0587
P0071_D10_Z0048,0.100,168.7822,55.5387,91.8458,-5.9758,25.0947,90.8610
P0071_D10_Z0049,0.100,150.3397,57.3439,99.1090,-0.8489,28.1684,96.5858
P0071_D10_Z0050,0.100,118.1853,55.3144,100.0352,4.1703,26.3660,98.8699
P0071_D10_Z0051,0.100,113.4308,55.1572,96.2036,2.9093,22.8067,97.7707
P0071_D10_Z0052,0.100,237.9984,58.6476,104.0884,12.8380,24.5661,106.9143
P0071_D10_Z0053,0.100,116.6109,62.3963,89.5876,11.4105,24.0385,97.9202
P0071_D10_Z0054,0.100,112.7877,62.0162,84.4556,-9.2433,24.6854,91.8958
P0071_D10_Z0055,0.100,124.8720,64.1041,99.9464,-24.4090,25.8403,80.6313
P0071_D10_Z0056,0.100,133.6579,63.4337,87.7228,-28.9147,25.4935,76.8251
P0071_D10_Z0057,0.100,490.7498,64.6887,85.9297,2.5319,24.7964,77.4912
P0071_D10_Z0058,0.100,308.6566,71.1213,86.8059,30.3606,26.3980,79.6539
P0071_D10_Z0059,0.100,384.4213,62.5281,93.4373,77.8955,24.1239,84.9945
P0071_D10_Z0060,0.100,357.3281,64.8003,89.6836,23.7213,25.2857,80.8675
P0071_D10_Z0061,0.100,342.9172,68.4923,93.8440,52.5926,27.6829,83.7874
P0071_D10_Z0062,0.100,265.9653,65.5009,85.9056,4.1012,25.1021,80.9066
P0071_D10_Z0063,0.100,141.7024,63.5735,85.7049,-22.8831,23.6273,80.9918
P0071_D10_Z0064,0.100,495.8482,66.0224,97.4730,-4.5696,24.9505,81.3389
P0071_D10_Z0065,0.100,256.1938,64.3597,107.1921,-11.5313,27.1088,85.9969
P0071_D10_Z0066,0.100,185.9737,64.9209,90.5912,12.9606,28.5463,75.5590
P0071_D10_Z0067,0.100,220.5453,63.4777,82.9409,12.4126,25.8289,77.1122
P0071_D10_Z0068,0.100,161.6958,63.2854,96.4340,-5.2087,25.9331,85.0505
P0071_D10_Z0069,0.100,217.1096,62.9315,91.2358,4.6327,27.7704,83.0088
P0071_D10_Z0070,0.100,126.1381,64.1768,102.7367,-22.2823,28.0149,85.7317
P0071_D10_Z0071,0.100,356.9834,64.2780,96.4842,-18.2180,23.9655,81.3190
P0071_D10_Z0072,0.100,111.9405,62.9211,84.4079,-47.4972,20.7475,78.7006
P0071_D10_Z0073,0.100,155.3986,67.1012,91.8254,-16.4179,22.1458,75.6904
P0071_D10_Z0074,0.100,261.2914,67.4298,90.4402,-5.7069,24.3391,74.6025
P0071_D10_Z0075,0.100,423.6420,67.6956,102.5674,27.1699,25.5397,82.2625
P0071_D10_Z0076,0.100,237.2799,65.7918,94.0692,-0.3806,23.0633,81.0107
P0071_D10_Z0077,0.100,155.1698,65.6384,93.2771,-13.7162,22.9361,84.5520
P0071_D10_Z0078,0.100,451.2972,70.7562,98.9669,13.2576,23.7676,80.7838
P0071_D10_Z0079,0.100,172.8274,65.6567,97.2070,4.7256,21.4443,82.0216
P0071_D10_Z0080,0.100,219.3238,64.2522,92.6709,-16.4217,23.4949,81.0050
P0071_D10_Z0081,0.100,126.6810,69.5137,95.1895,-5.1261,22.9431,84.0237
P0071_D10_Z0082,0.100,513.9011,66.6822,89.4361,27.3885,21.6294,79.7240
P0071_D10_Z0083,0.100,217.2652,64.2364,89.7108,10.4759,22.7102,78.9839
P0071_D10_Z0084,0.100,183.1986,68.9709,87.7396,4.6244,22.4230,75.9720
P0071_D10_Z0085,0.100,140.0637,68.3184,84.3681,-40.7000,22.5567,74.7869
P0071_D10_Z0086,0.100,409.1259,68.5407,90.1241,-23.7626,22.6683,74.3556
P0071_D10_Z0087,0.100,241.2738,68.0110,89.4805,-15.2302,24.6353,74.6777
P0071_D10_Z0088,0.100,124.4094,67.9664,91.0748,-48.3705,22.6640,77.0694
P0071_D10_Z0089,0.100,51.6338,68.1896,91.1260,-25.1630,21.3701,72.5237
P0071_D10_Z0090,0.100,35.4648,64.8811,90.7879,-38.6509,22.2008,75.8166
P0071_D10_Z0091,0.100,72.2081,63.0089,94.3999,-17.4278,21.8887,83.2917
P0071_D10_Z0092,0.100,209.0548,75.9601,94.7579,-17.6158,25.5301,83.8475
P0071_D10_Z0093,0.100,268.8903,73.9964,94.0133,12.5919,26.3112,78.7354
P0071_D10_Z0094,0.100,211.3050,73.2242,91.6137,51.0725,23.5834,76.3741
P0071_D10_Z0095,0.100,245.7818,74.1376,98.4336,-25.0414,22.8158,75.9358
P0071_D10_Z0096,0.100,91.4919,66.5078,97.9195,-24.1433,24.6132,78.4779
P0071_D10_Z0097,0.100,226.4604,62.7558,83.9903,7.2361,25.8208,77.0392
P0071_D10_Z0098,0.100,66.7494,71.4874,90.2957,-50.7776,24.7970,75.3739
P0071_D10_Z0099,0.100,334.1383,78.2860,93.2475,3.3713,29.3252,81.2446
P0071_D10_Z0100,0.100,200.1583,73.9946,92.9011,-9.1305,24.7582,81.9171
P0071_D10_Z0101,0.100,179.5648,77.2704,95.5081,-19.4603,28.6220,78.9578
P0071_D10_Z0102,0.100,136.3985,71.2459,98.5247,-4.0553,26.8403,83.1355
P0071_D10_Z0103,0.100,161.7215,70.3453,97.5778,-14.2377,24.3951,84.7301
P0071_D10_Z0104,0.100,260.5375,74.7748,93.0671,-21.8174,25.8692,83.0780
P0071_D10_Z0105,0.100,242.1669,70.7147,102.2116,-18.9868,24.5747,86.7344
P0071_D10_Z0106,0.100,366.0089,71.8684,112.4964,96.7270,26.4980,95.0674
P0071_D10_Z0107,0.100,412.6784,80.2769,105.5167,9.1354,25.6473,87.4703
P0071_D10_Z0108,0.100,290.0845,75.8657,92.6881,32.8005,26.2855,82.9736
P0071_D10_Z0109,0.100,392.6534,75.7919,92.3094,45.1199,25.6715,80.2518
P0071_D10_Z0110,0.100,424.9989,78.7855,103.0288,42.0397,26.0042,82.9314
P0071_D10_Z0111,0.100,238.7335,72.6165,101.7048,-3.4749,25.3979,86.8941
P0071_D10_Z0112,0.100,336.4882,77.2859,90.4479,53.6095,28.2817,82.2097
P0071_D10_Z0113,0.100,228.9510,81.6713,87.5894,-8.1876,28.5100,76.7514
P0071_D10_Z0114,0.100,340.2181,78.6963,93.6707,-18.4626,26.4571,78.8073
P0071_D10_Z0115,0.100,244.7319,77.7818,102.1452,21.1257,24.9420,90.5003
P0071_D10_Z0116,0.100,309.5246,73.1783,102.7556,-0.2856,22.9495,88.3251
P0071_D10_Z0117,0.100,234.2628,73.1252,95.0943,17.9333,22.2382,85.3785
P0071_D10_Z0118,0.100,446.1339,79.1494,90.9438,-15.3617,27.3873,81.0482
